Date,Tmax,Tmin
19420802:0900,11.4,2.8
19420803:0900,12.7,7.1
19420804:0900,13.7,8.5
19420805:0900,15.4,8.9
19420806:0900,10.9,8.9
19420807:0900,11.6,5.6
19420808:0900,12.3,3.7
19420809:0900,12.9,3.7
19420810:0900,12.3,4.8
19420811:0900,13.4,10
19420812:0900,13.6,7.8
19420813:0900,15.2,8.8
19420814:0900,12.7,7.4
19420815:0900,9.4,6.4
19420816:0900,8.9,3.2
19420817:0900,12.4,3.9
19420818:0900,11.2,6.8
19420819:0900,14.8,7.8
19420820:0900,14.4,7.1
19420821:0900,15,6.1
19420822:0900,14.2,10.2
19420823:0900,13.1,10
19420824:0900,15,5
19420825:0900,13.6,7.4
19420826:0900,11.1,4.4
19420827:0900,6.4,3.6
19420828:0900,9.2,4.4
19420829:0900,11.3,2.9
19420830:0900,12.8,2.2
19420831:0900,15.2,4.7
19420901:0900,14.2,8.8
19420902:0900,13.7,8.9
19420903:0900,15.4,10.7
19420904:0900,15.9,6.7
19420905:0900,16.6,6.8
19420906:0900,14.4,6.6
19420907:0900,14.2,9.6
19420908:0900,14.4,9.2
19420909:0900,13.3,9.2
19420910:0900,13.1,5.6
19420911:0900,7.1,1.9
19420912:0900,8.1,1.1
19420913:0900,11.7,5.1
19420914:0900,11.6,3.8
19420915:0900,13.6,9.6
19420916:0900,15,10
19420917:0900,18.4,11.1
19420918:0900,14.8,10.2
19420919:0900,15.6,9.2
19420920:0900,17,9.8
19420921:0900,14.9,8.4
19420922:0900,11.7,7.1
19420923:0900,14.2,9.9
19420924:0900,16.1,7.7
19420925:0900,14.3,7.2
19420926:0900,12.2,2.8
19420927:0900,13.1,5.2
19420928:0900,15.2,6.6
19420929:0900,16.7,9.6
19420930:0900,13.8,7.8
19421001:0900,13.2,6.5
19421002:0900,15.7,7.4
19421003:0900,18.4,10.1
19421004:0900,14.6,11.4
19421005:0900,15.6,11.8
19421006:0900,15.9,12.8
19421007:0900,16.9,10.1
19421008:0900,20.4,10
19421009:0900,17.1,10.8
19421010:0900,16.6,7.9
19421011:0900,19.6,11.3
19421012:0900,18.9,11.3
19421013:0900,13.9,4.8
19421014:0900,11.8,7.2
19421015:0900,12.4,6.7
19421016:0900,15.3,8.1
19421017:0900,15.2,10
19421018:0900,17.8,8.6
19421019:0900,21.3,13.9
19421020:0900,16.4,13.3
19421021:0900,15.9,8.9
19421022:0900,18.3,11.1
19421023:0900,15.8,13.9
19421024:0900,18.2,14
19421025:0900,15.4,10.2
19421026:0900,15.9,8.4
19421027:0900,14.4,6.1
19421028:0900,18.7,8.9
19421029:0900,16.8,7.2
19421030:0900,18.2,6.9
19421031:0900,15.9,9
19421101:0900,14.5,10.2
19421102:0900,14.4,9.5
19421103:0900,12.3,6.6
19421104:0900,11.7,3.9
19421105:0900,10.6,4.8
19421106:0900,14.5,6.1
19421107:0900,18.3,8.9
19421108:0900,16.3,11.7
19421109:0900,18,12.1
19421110:0900,17.1,12.1
19421111:0900,18.6,10.7
19421112:0900,17,12.7
19421113:0900,17.6,8.4
19421114:0900,14.7,6.7
19421115:0900,18.2,11.6
19421116:0900,17.2,12.9
19421117:0900,16.2,13.2
19421118:0900,13.9,8.9
19421119:0900,16.7,8.9
19421120:0900,19.4,12.3
19421121:0900,19.2,13
19421122:0900,19.4,11.4
19421123:0900,21.6,11.8
19421124:0900,17.1,10.7
19421125:0900,16.8,9.4
19421126:0900,18.1,11.2
19421127:0900,20.7,14.2
19421128:0900,17.4,14.7
19421129:0900,19.4,10.3
19421130:0900,16.2,8.2
19421201:0900,17.5,7.9
19421202:0900,18.5,12.2
19421203:0900,18.6,13.6
19421204:0900,21.5,9.7
19421205:0900,11.4,8.2
19421206:0900,16.1,9.3
19421207:0900,17.7,11.3
19421208:0900,16.9,12
19421209:0900,17.6,9
19421210:0900,14.1,4.9
19421211:0900,16.1,10.9
19421212:0900,17.3,11.3
19421213:0900,16.1,10.1
19421214:0900,19.8,11.8
19421215:0900,18.5,9.1
19421216:0900,17.8,9.4
19421217:0900,17.8,9.7
19421218:0900,17.2,11.7
19421219:0900,18.6,14.1
19421220:0900,15.8,12.7
19421221:0900,20.6,13.6
19421222:0900,18.9,12.8
19421223:0900,17.1,11.1
19421224:0900,17.9,11.8
19421225:0900,14.2,7.4
19421226:0900,16.7,10
19421227:0900,18.4,11.8
19421228:0900,19.9,8.3
19421229:0900,23.9,13.7
19421230:0900,19.1,11.4
19421231:0900,22.2,11.8
19430101:0900,22.2,13
19430102:0900,15.4,9.8
19430103:0900,14.4,9.3
19430104:0900,18.1,6.8
19430105:0900,23.7,12.8
19430106:0900,22.4,12.1
19430107:0900,16.1,11.3
19430108:0900,19.3,9.7
19430109:0900,22.8,13.6
19430110:0900,20,14.5
19430111:0900,21.6,15.3
19430112:0900,23.5,12.6
19430113:0900,18.7,12.2
19430114:0900,15.6,11.3
19430115:0900,17.1,10.3
19430116:0900,18.4,15
19430117:0900,20.2,14.8
19430118:0900,23.1,12.7
19430119:0900,23.9,15.3
19430120:0900,20.6,13.9
19430121:0900,20.6,11.6
19430122:0900,20.2,10
19430123:0900,20.6,12.1
19430124:0900,21.4,14.5
19430125:0900,16.9,13.4
19430126:0900,23.4,14.7
19430127:0900,21.2,13.6
19430128:0900,22.8,13.4
19430129:0900,22.7,12.9
19430130:0900,23.9,12.8
19430131:0900,21,12.2
19430201:0900,17.2,12.4
19430202:0900,22.8,14.3
19430203:0900,23.2,13.1
19430204:0900,23.7,14.4
19430205:0900,19.4,15.8
19430206:0900,19.2,17.2
19430207:0900,20.2,17.2
19430208:0900,21.8,12.8
19430209:0900,20,12.7
19430210:0900,19.4,7.2
19430211:0900,15.7,10.8
19430212:0900,17.5,10.6
19430213:0900,19.4,8.4
19430214:0900,21.6,12.9
19430215:0900,20.4,13.7
19430216:0900,18.3,14.2
19430217:0900,17.2,12.5
19430218:0900,20.5,12.9
19430219:0900,15.5,13.1
19430220:0900,19,12.9
19430221:0900,23.4,13.2
19430222:0900,20.7,15.7
19430223:0900,25.9,17.9
19430224:0900,24.7,16.8
19430225:0900,18.9,13.3
19430226:0900,19.7,11.7
19430227:0900,17.7,9
19430228:0900,19.9,13.3
19430301:0900,18.3,8.4
19430302:0900,20.6,12.8
19430303:0900,21.8,14.2
19430304:0900,19.3,14.4
19430305:0900,23.9,13.8
19430306:0900,20.4,14.8
19430307:0900,20.7,16.2
19430308:0900,20.6,10.3
19430309:0900,17.6,8.9
19430310:0900,22.2,12.6
19430311:0900,19.3,9.3
19430312:0900,13.9,9.4
19430313:0900,16.7,8.9
19430314:0900,18.8,13
19430315:0900,20.6,12.9
19430316:0900,18.7,12.7
19430317:0900,21.1,8.9
19430318:0900,18.3,12.6
19430319:0900,17.2,7.5
19430320:0900,14.2,6.4
19430321:0900,16.6,12.2
19430322:0900,18.3,10.3
19430323:0900,18.1,8.9
19430324:0900,17.9,12.8
19430325:0900,16.7,10.2
19430326:0900,18.3,13.4
19430327:0900,17.5,8.9
19430328:0900,17.9,12.5
19430329:0900,17.2,12.3
19430330:0900,17.2,12.9
19430331:0900,19.2,11.6
19430401:0900,16.2,9.8
19430402:0900,17.8,11.1
19430403:0900,20.6,10.8
19430404:0900,15.1,8.9
19430405:0900,19.2,9.6
19430406:0900,14.9,7.3
19430407:0900,18.2,8.6
19430408:0900,15.1,11.8
19430409:0900,17.8,13.4
19430410:0900,16.9,9.7
19430411:0900,15.3,6.1
19430412:0900,17.6,9.2
19430413:0900,18.2,9.6
19430414:0900,18,6.7
19430415:0900,18.3,7.3
19430416:0900,20,10.4
19430417:0900,18.8,9.8
19430418:0900,17.9,11.2
19430419:0900,17.7,13.3
19430420:0900,16.9,12.8
19430421:0900,17.8,12.6
19430422:0900,17.2,12.7
19430423:0900,18.3,12.7
19430424:0900,16.6,13.4
19430425:0900,16.5,12.2
19430426:0900,15.2,8.3
19430427:0900,18.3,10.4
19430428:0900,15.6,6.7
19430429:0900,16.2,7.3
19430430:0900,16.8,9.5
19430501:0900,16.7,10.4
19430502:0900,13,9.5
19430503:0900,13.4,9.4
19430504:0900,10.6,8.3
19430505:0900,12.1,6.1
19430506:0900,12.8,6.2
19430507:0900,14.6,9.3
19430508:0900,10.7,5.7
19430509:0900,13.1,4.5
19430510:0900,11.9,7.2
19430511:0900,13.2,7.3
19430512:0900,14.9,10
19430513:0900,17.7,9.8
19430514:0900,16,11.7
19430515:0900,14.9,8.3
19430516:0900,12.7,6.3
19430517:0900,14.4,3.8
19430518:0900,12.8,4.4
19430519:0900,14.7,5.1
19430520:0900,14.1,5.6
19430521:0900,12.7,6.7
19430522:0900,12.8,4.4
19430523:0900,12.6,8.1
19430524:0900,11.4,6.7
19430525:0900,10.3,5.7
19430526:0900,9.9,3.4
19430527:0900,7.9,4.2
19430528:0900,8.3,6.8
19430529:0900,9.1,5.7
19430530:0900,9.6,6.3
19430531:0900,10.7,6.8
19430601:0900,13.7,4.6
19430602:0900,10.6,4.6
19430603:0900,11.7,5.6
19430604:0900,12.4,6.7
19430605:0900,14.9,8.3
19430606:0900,11.3,6.9
19430607:0900,10.7,6.7
19430608:0900,11.2,7.8
19430609:0900,16,9
19430610:0900,14,9.5
19430611:0900,11.2,8.9
19430612:0900,12.8,4.5
19430613:0900,12.6,5.3
19430614:0900,11.5,2.8
19430615:0900,12.8,4.2
19430616:0900,13.3,7.7
19430617:0900,12.2,7.9
19430618:0900,8.6,7.2
19430619:0900,11.1,7.9
19430620:0900,11.7,8.1
19430621:0900,13.6,9.5
19430622:0900,14.3,10.6
19430623:0900,12.3,6.8
19430624:0900,12.9,8.1
19430625:0900,11.2,5.3
19430626:0900,9.2,4.5
19430627:0900,12.8,7.6
19430628:0900,11.9,4
19430629:0900,7.2,1.6
19430630:0900,10.1,4.2
19430701:0900,6.7,3.4
19430702:0900,6.3,1.6
19430703:0900,10,2.7
19430704:0900,12,2.5
19430705:0900,10.4,2.4
19430706:0900,11.1,2.8
19430707:0900,11.1,3.9
19430708:0900,12.4,6.8
19430709:0900,10.6,7.1
19430710:0900,13.8,4.4
19430711:0900,9.7,4.3
19430712:0900,10,7.2
19430713:0900,10.6,7.9
19430714:0900,9.4,7.6
19430715:0900,10.6,7
19430716:0900,9.9,2.8
19430717:0900,10.4,1.7
19430718:0900,9.1,3.3
19430719:0900,7.9,4.3
19430720:0900,11.1,4.3
19430721:0900,12.8,6.1
19430722:0900,7.8,5.5
19430723:0900,8.8,2.2
19430724:0900,10.4,2.3
19430725:0900,12.1,4.9
19430726:0900,12.8,7.6
19430727:0900,13.3,7.3
19430728:0900,10.2,4.4
19430729:0900,8.3,4.5
19430730:0900,8.6,3
19430731:0900,7.7,4.3
19430801:0900,8.1,1.8
19430802:0900,10.4,2.8
19430803:0900,11,4.4
19430804:0900,10.1,7.8
19430805:0900,13.3,7.2
19430806:0900,13.4,5.5
19430807:0900,9.5,6.2
19430808:0900,8.9,5.6
19430809:0900,9.2,5.6
19430810:0900,8.5,4.9
19430811:0900,5.7,4.4
19430812:0900,9.2,4.8
19430813:0900,9.8,4.2
19430814:0900,13.1,6.3
19430815:0900,8.6,5.3
19430816:0900,9.4,7.3
19430817:0900,9.1,2.2
19430818:0900,10.7,1
19430819:0900,12.1,6.6
19430820:0900,9.2,4.4
19430821:0900,8.2,2.8
19430822:0900,9.9,2.3
19430823:0900,9.2,2.8
19430824:0900,11.7,5
19430825:0900,12.6,2.8
19430826:0900,7.2,2.8
19430827:0900,7.8,3.6
19430828:0900,10,1.6
19430829:0900,10.7,2.4
19430830:0900,11.2,7.9
19430831:0900,12.3,8.8
19430901:0900,14.9,7.8
19430902:0900,14.9,7.3
19430903:0900,15.4,6.9
19430904:0900,13.9,4.4
19430905:0900,5.1,2.6
19430906:0900,8.8,7.2
19430907:0900,10.8,6.4
19430908:0900,9.5,5.6
19430909:0900,9.6,5.6
19430910:0900,12.2,5
19430911:0900,14.9,6.5
19430912:0900,15.3,7.7
19430913:0900,14.2,8.9
19430914:0900,13.4,8.7
19430915:0900,12.3,5.8
19430916:0900,12.8,5.2
19430917:0900,12.3,6.9
19430918:0900,12.2,7.1
19430919:0900,14.4,10.6
19430920:0900,13.8,8.3
19430921:0900,14,9.1
19430922:0900,14.3,10.1
19430923:0900,15.1,8.7
19430924:0900,13.7,9.3
19430925:0900,10.9,6.6
19430926:0900,11.6,5.5
19430927:0900,9.6,1.6
19430928:0900,14.9,3.3
19430929:0900,15.2,5.6
19430930:0900,14.2,8.3
19431001:0900,14.1,7.3
19431002:0900,9.8,6.3
19431003:0900,9.2,6.1
19431004:0900,11.7,7.3
19431005:0900,11.1,5.6
19431006:0900,10.1,5.6
19431007:0900,15.6,7.7
19431008:0900,15.6,9.6
19431009:0900,12.8,10.5
19431010:0900,13.2,10.4
19431011:0900,15.8,8.9
19431012:0900,14.5,8.8
19431013:0900,16.7,12.2
19431014:0900,14.1,11.2
19431015:0900,12.3,7.7
19431016:0900,13.3,5.9
19431017:0900,9.2,6.2
19431018:0900,11.6,3.3
19431019:0900,12.1,2.9
19431020:0900,16,5.6
19431021:0900,16,9.4
19431022:0900,16,9
19431023:0900,14.4,9.9
19431024:0900,15.3,11.3
19431025:0900,13.8,8.5
19431026:0900,12.4,7.5
19431027:0900,16.7,9.4
19431028:0900,17.3,9.6
19431029:0900,16.7,9.4
19431030:0900,14.9,8.6
19431031:0900,13.4,5.9
19431101:0900,18.2,10.6
19431102:0900,18.8,8.9
19431103:0900,18.3,10.8
19431104:0900,16.6,11.7
19431105:0900,17.2,11.7
19431106:0900,15,12.3
19431107:0900,15.5,9.1
19431108:0900,17.1,11.2
19431109:0900,15.6,11.8
19431110:0900,14.9,10.9
19431111:0900,16,9.4
19431112:0900,16.1,8.9
19431113:0900,14,9.4
19431114:0900,13.6,7.3
19431115:0900,10.6,7.9
19431116:0900,11.7,8
19431117:0900,13.9,8.4
19431118:0900,14.6,5.6
19431119:0900,16.1,6.7
19431120:0900,17.8,11.6
19431121:0900,16.6,10.8
19431122:0900,17.7,12.5
19431123:0900,17.7,12.1
19431124:0900,17.9,12.6
19431125:0900,18.4,12.2
19431126:0900,18.3,12.8
19431127:0900,20.2,11.4
19431128:0900,16.2,8.3
19431129:0900,20.4,11.3
19431130:0900,22.2,14.2
19431201:0900,21.8,13.9
19431202:0900,22.2,14.4
19431203:0900,23.3,11.9
19431204:0900,16.7,9.2
19431205:0900,17.8,10.1
19431206:0900,17.2,9
19431207:0900,17.9,7.8
19431208:0900,21.7,12.8
19431209:0900,19.9,12.8
19431210:0900,21.6,14.5
19431211:0900,20.1,14.5
19431212:0900,20.9,10.8
19431213:0900,21.1,11.7
19431214:0900,22.1,15.3
19431215:0900,21.8,16.3
19431216:0900,20.2,15.6
19431217:0900,20.6,13.3
19431218:0900,20.4,13.4
19431219:0900,20.8,11.4
19431220:0900,17.1,7.9
19431221:0900,19.2,8.9
19431222:0900,18.8,9.7
19431223:0900,22.7,11.4
19431224:0900,26,15.6
19431225:0900,21.1,12.5
19431226:0900,21,13.6
19431227:0900,22.1,10.8
19431228:0900,17.1,9.7
19431229:0900,21.1,11.2
19431230:0900,21.7,13.4
19431231:0900,23.1,13.3
19440101:0900,21.2,12.1
19440102:0900,22.2,15
19440103:0900,25.3,10.1
19440104:0900,17.8,6.1
19440105:0900,20.6,14.4
19440106:0900,22.2,14.5
19440107:0900,25.6,15.6
19440108:0900,21.9,16.7
19440109:0900,21.8,14.8
19440110:0900,22.3,10.1
19440111:0900,20.2,11.1
19440112:0900,16.7,11.2
19440113:0900,18.3,9.5
19440114:0900,19.7,11.9
19440115:0900,17.6,10.1
19440116:0900,17.9,7.8
19440117:0900,20.4,15.3
19440118:0900,21.2,16.1
19440119:0900,21.7,15
19440120:0900,22.1,13.4
19440121:0900,15.1,10.3
19440122:0900,13.3,11
19440123:0900,14.4,10.4
19440124:0900,17.2,8.9
19440125:0900,21.1,12.2
19440126:0900,18.3,12.2
19440127:0900,19.2,8.9
19440128:0900,23.3,13.9
19440129:0900,22.3,13.2
19440130:0900,22.8,13.8
19440131:0900,20.3,13.8
19440201:0900,21.7,12.8
19440202:0900,20.9,15.2
19440203:0900,21.1,13.3
19440204:0900,19.2,12.1
19440205:0900,21.7,8.3
19440206:0900,16.4,8.8
19440207:0900,18.8,8.4
19440208:0900,16.2,7.8
19440209:0900,19.2,13.7
19440210:0900,20,14.6
19440211:0900,20.4,10.7
19440212:0900,18.5,10
19440213:0900,22.1,13.6
19440214:0900,17.7,10
19440215:0900,16.1,9.4
19440216:0900,18.2,8.3
19440217:0900,19.7,14.4
19440218:0900,20.8,15.7
19440219:0900,21.8,15.6
19440220:0900,19.4,16.1
19440221:0900,21.9,15.6
19440222:0900,21.9,15.8
19440223:0900,23.1,14.9
19440224:0900,25.8,15.2
19440225:0900,23.7,16.8
19440226:0900,21.4,16.3
19440227:0900,21.6,14.4
19440228:0900,16.7,12.2
19440229:0900,19.7,14.3
19440301:0900,22.4,16.6
19440302:0900,22.9,12.8
19440303:0900,13.2,9.8
19440304:0900,12.9,9.8
19440305:0900,15.6,12.8
19440306:0900,15.4,13.4
19440307:0900,17.5,13.3
19440308:0900,19.9,13.6
19440309:0900,22.1,12.3
19440310:0900,25.1,14.5
19440311:0900,23.6,13.8
19440312:0900,24.4,16.7
19440313:0900,26,15.8
19440314:0900,19.9,15.1
19440315:0900,19.3,14
19440316:0900,20.1,13.3
19440317:0900,21.8,12.8
19440318:0900,15.7,11.9
19440319:0900,15.1,9.7
19440320:0900,13.4,8.1
19440321:0900,15.7,7.9
19440322:0900,20.1,8.2
19440323:0900,21.8,9.8
19440324:0900,16.6,10.6
19440325:0900,17.3,10.6
19440326:0900,19.3,6.8
19440327:0900,12.2,5
19440328:0900,17.1,10.6
19440329:0900,16.8,9.3
19440330:0900,20.8,11.1
19440331:0900,14.9,8.3
19440401:0900,18.8,11.4
19440402:0900,15.3,8.8
19440403:0900,19.8,14.4
19440404:0900,19,14.9
19440405:0900,18.7,13.9
19440406:0900,17,12.7
19440407:0900,19.9,11.8
19440408:0900,15.1,7.9
19440409:0900,17.2,12
19440410:0900,20.4,9.6
19440411:0900,17.6,11.8
19440412:0900,17.3,13.2
19440413:0900,17.9,13.8
19440414:0900,20.3,12.1
19440415:0900,14.9,10
19440416:0900,14.2,7.8
19440417:0900,17.2,11
19440418:0900,21.2,13.3
19440419:0900,22,13.4
19440420:0900,15.1,8.9
19440421:0900,16.1,7.8
19440422:0900,19.6,11.2
19440423:0900,14.1,10.4
19440424:0900,18.2,11.9
19440425:0900,17.5,13.2
19440426:0900,17.2,11.7
19440427:0900,16.2,12
19440428:0900,16.7,7.2
19440429:0900,18.3,11.4
19440430:0900,15.6,9.6
19440501:0900,11,7.2
19440502:0900,11.9,8.3
19440503:0900,12.3,9.1
19440504:0900,13.2,8.2
19440505:0900,13.8,7.2
19440506:0900,16.6,5.8
19440507:0900,16.7,10.4
19440508:0900,15.4,12.9
19440509:0900,15.2,11.7
19440510:0900,16.1,10.7
19440511:0900,17.4,7.8
19440512:0900,15.3,6.8
19440513:0900,17.1,6.6
19440514:0900,16.7,6.9
19440515:0900,14.9,10
19440516:0900,16,4.4
19440517:0900,12.2,5.9
19440518:0900,9.7,6.8
19440519:0900,9.5,6.9
19440520:0900,9.7,7.4
19440521:0900,12.1,6.1
19440522:0900,11.6,6.9
19440523:0900,10.5,4.2
19440524:0900,11.8,5
19440525:0900,12.2,5.1
19440526:0900,14.1,7.2
19440527:0900,10.9,9
19440528:0900,10.9,6.4
19440529:0900,8.3,6.7
19440530:0900,9.4,7
19440531:0900,13,7.1
19440601:0900,11.3,7.8
19440602:0900,10.1,3.9
19440603:0900,14.9,6.7
19440604:0900,17.8,7.3
19440605:0900,12.8,7.2
19440606:0900,12.8,2.4
19440607:0900,10.7,4.4
19440608:0900,8.9,2.8
19440609:0900,9.9,2.2
19440610:0900,8.3,4.3
19440611:0900,8.9,2.3
19440612:0900,11.6,6.2
19440613:0900,15.5,8.3
19440614:0900,10.8,4.1
19440615:0900,11.8,5.2
19440616:0900,13.3,8
19440617:0900,11.2,8.8
19440618:0900,13.4,10.2
19440619:0900,12.2,6.6
19440620:0900,12.5,6.7
19440621:0900,12,9.5
19440622:0900,11.9,5.8
19440623:0900,8.2,4.4
19440624:0900,7.6,3.9
19440625:0900,9.5,1.7
19440626:0900,10.8,4.1
19440627:0900,11.9,8.9
19440628:0900,14,3.5
19440629:0900,11.4,4.4
19440630:0900,11,1.7
19440701:0900,10.1,1.6
19440702:0900,6.9,1.9
19440703:0900,9.4,4.4
19440704:0900,9.5,6.1
19440705:0900,7.9,6.1
19440706:0900,8.8,2.4
19440707:0900,10.4,2.5
19440708:0900,10.6,6.9
19440709:0900,12.7,5.2
19440710:0900,12.8,6.3
19440711:0900,13.1,9.4
19440712:0900,14.3,6.4
19440713:0900,13.4,8.8
19440714:0900,12.6,9.4
19440715:0900,13.8,10.1
19440716:0900,15.3,5
19440717:0900,6.9,5.4
19440718:0900,7.4,6.1
19440719:0900,8.4,6.2
19440720:0900,7.5,4.7
19440721:0900,10.3,6.3
19440722:0900,8.4,5.9
19440723:0900,11.5,5.6
19440724:0900,8.9,2.5
19440725:0900,8.9,1.1
19440726:0900,9.9,2.8
19440727:0900,11.3,5.9
19440728:0900,11.8,7.2
19440729:0900,12.4,8.6
19440730:0900,12.4,9.7
19440731:0900,13.7,9.1
19440801:0900,13,10.1
19440802:0900,14.4,9.5
19440803:0900,11.6,6.6
19440804:0900,7.7,5.5
19440805:0900,7.2,3.9
19440806:0900,10.5,4
19440807:0900,8.2,3.3
19440808:0900,14.5,1.9
19440809:0900,10.8,6
19440810:0900,12.5,8.2
19440811:0900,12.6,6.9
19440812:0900,10.1,5.3
19440813:0900,8.6,4.7
19440814:0900,9.8,5.1
19440815:0900,11.8,3.9
19440816:0900,12.2,6.6
19440817:0900,10.7,8.4
19440818:0900,12.2,8.9
19440819:0900,11.4,8.3
19440820:0900,8.9,4.6
19440821:0900,5.3,3.9
19440822:0900,6.3,4.4
19440823:0900,7.9,4.4
19440824:0900,9.8,4.3
19440825:0900,13.9,1.8
19440826:0900,12.9,5.6
19440827:0900,14.8,6.3
19440828:0900,13.8,7.8
19440829:0900,10,8.2
19440830:0900,9.6,5.1
19440831:0900,11.2,7.1
19440901:0900,10.3,7.8
19440902:0900,11.9,5.6
19440903:0900,11.7,7.4
19440904:0900,12.3,6.7
19440905:0900,14.6,7.1
19440906:0900,12.6,4.2
19440907:0900,13.6,2.8
19440908:0900,13.2,7.9
19440909:0900,13.6,6
19440910:0900,12.8,6.7
19440911:0900,13.9,8.9
19440912:0900,14.8,7.1
19440913:0900,11.9,3.2
19440914:0900,11.6,2.3
19440915:0900,13.1,6.9
19440916:0900,14.3,8.8
19440917:0900,14.7,7.8
19440918:0900,11.4,3.7
19440919:0900,6.7,3.1
19440920:0900,8.7,3.8
19440921:0900,11.7,6.8
19440922:0900,14.3,9
19440923:0900,13.6,6.8
19440924:0900,14.1,4.2
19440925:0900,15.3,3.9
19440926:0900,14.3,8.4
19440927:0900,15.6,8.2
19440928:0900,16.2,9.1
19440929:0900,10.2,5.6
19440930:0900,11.9,3.9
19441001:0900,13.3,9.2
19441002:0900,12.3,8.7
19441003:0900,12.6,7.8
19441004:0900,15.6,7.8
19441005:0900,10.4,6.4
19441006:0900,10.1,4.5
19441007:0900,15.6,7.1
19441008:0900,15.1,9.8
19441009:0900,15.6,5.8
19441010:0900,13.8,9.1
19441011:0900,13.8,11.7
19441012:0900,13.8,9.7
19441013:0900,14.5,6.3
19441014:0900,9.6,5
19441015:0900,12.7,8.3
19441016:0900,16.8,7.9
19441017:0900,17.9,9.9
19441018:0900,15.3,12.2
19441019:0900,16,9.6
19441020:0900,10.6,7.2
19441021:0900,10.3,8.1
19441022:0900,13.4,8.5
19441023:0900,15.6,10.6
19441024:0900,15.6,7.4
19441025:0900,13.8,4.9
19441026:0900,16.2,9.2
19441027:0900,16.8,11
19441028:0900,13.9,11.8
19441029:0900,14.3,10.8
19441030:0900,15.6,7.2
19441031:0900,19.7,4.4
19441101:0900,16.5,5.8
19441102:0900,16.2,10.3
19441103:0900,17.4,9
19441104:0900,16,8.9
19441105:0900,16,7.8
19441106:0900,13.8,6.2
19441107:0900,16.8,10.7
19441108:0900,14.3,10.6
19441109:0900,17.7,12.1
19441110:0900,17,12.4
19441111:0900,18.4,10.6
19441112:0900,16.7,12.4
19441113:0900,17.3,12.3
19441114:0900,19.9,11
19441115:0900,16.2,12.2
19441116:0900,16.3,11.9
19441117:0900,16.8,11.3
19441118:0900,20.2,10
19441119:0900,16.8,7.4
19441120:0900,13.9,9.7
19441121:0900,16.9,8.6
19441122:0900,15.6,11.3
19441123:0900,17.8,9.5
19441124:0900,15.6,6.7
19441125:0900,15.7,6
19441126:0900,16.7,11.3
19441127:0900,15.7,10.9
19441128:0900,17.6,10.4
19441129:0900,14.7,7
19441130:0900,13.6,8.3
19441201:0900,15.5,9.3
19441202:0900,16.7,8.6
19441203:0900,14.8,6.8
19441204:0900,17.2,9.7
19441205:0900,15.8,9
19441206:0900,12.7,6.1
19441207:0900,11.6,6.7
19441208:0900,14.6,7.8
19441209:0900,18,8.5
19441210:0900,16.2,8
19441211:0900,19.2,11.8
19441212:0900,17.3,13.5
19441213:0900,19.4,12.9
19441214:0900,22.2,15.4
19441215:0900,17.4,12.1
19441216:0900,16.6,8.3
19441217:0900,17.2,7.9
19441218:0900,13.3,8.6
19441219:0900,16,7.3
19441220:0900,18.9,10.9
19441221:0900,19.3,11.2
19441222:0900,19.3,10.8
19441223:0900,18.7,12.5
19441224:0900,19,11.3
19441225:0900,19.9,12.7
19441226:0900,19.9,10.1
19441227:0900,18.6,12.3
19441228:0900,20.7,13.8
19441229:0900,16.3,13.9
19441230:0900,18.2,11.6
19441231:0900,20,11.2
19450101:0900,18.2,12.8
19450102:0900,17,11.3
19450103:0900,20.1,15.2
19450104:0900,20.6,14.7
19450105:0900,18.4,12.1
19450106:0900,15,11.7
19450107:0900,18.1,12.7
19450108:0900,18.3,12.8
19450109:0900,14.3,11.4
19450110:0900,18.8,11.7
19450111:0900,27.3,16.1
19450112:0900,27.8,18.3
19450113:0900,20.6,14.1
19450114:0900,22.8,11.3
19450115:0900,15.8,10.6
19450116:0900,15.8,10
19450117:0900,16.6,8.9
19450118:0900,21.7,14.4
19450119:0900,22.6,17.5
19450120:0900,18.7,11.9
19450121:0900,16.2,10.1
19450122:0900,18.3,11.6
19450123:0900,17.1,10.3
19450124:0900,19.8,13.9
19450125:0900,21.3,13.1
19450126:0900,21.1,14
19450127:0900,19.4,15.8
19450128:0900,20.5,15.7
19450129:0900,19.6,12.3
19450130:0900,21.4,13.4
19450131:0900,23.9,12.2
19450201:0900,24.2,16.1
19450202:0900,21.1,16.7
19450203:0900,20.8,17.1
19450204:0900,20.1,10.4
19450205:0900,16,9.3
19450206:0900,17.4,7.9
19450207:0900,20,13.7
19450208:0900,20.2,11
19450209:0900,12.2,10.5
19450210:0900,14.6,11.2
19450211:0900,16.6,12.9
19450212:0900,15.7,13.1
