Date,Temperature
19790304:0900,16.5
19790305:0900,17.6
19790306:0900,17.3
19790307:0900,17.6
19790308:0900,18.3
19790309:0900,19
19790310:0900,18.4
19790311:0900,17.5
19790312:0900,13.8
19790313:0900,16.8
19790314:0900,17.5
19790315:0900,15.2
19790316:0900,14.8
19790317:0900,13
19790318:0900,11.9
19790319:0900,15
19790320:0900,14.6
19790321:0900,16.4
19790322:0900,16.8
19790323:0900,16.7
19790324:0900,15.9
19790325:0900,16.6
19790326:0900,16.9
19790327:0900,16
19790328:0900,17.5
19790329:0900,14.9
19790330:0900,13.5
19790331:0900,11
19790401:0900,10.9
19790402:0900,11.1
19790403:0900,12.5
19790404:0900,12.5
19790405:0900,15.3
19790406:0900,15.5
19790407:0900,15.9
19790408:0900,15.8
19790409:0900,14.5
19790410:0900,14.9
19790411:0900,15.8
19790412:0900,13.2
19790413:0900,11.6
19790414:0900,10
19790415:0900,8.2
19790416:0900,9.2
19790417:0900,10.1
19790418:0900,9.9
19790419:0900,10.1
19790420:0900,12.1
19790421:0900,10.8
19790422:0900,13.9
19790423:0900,13.8
19790424:0900,12.9
19790425:0900,12.7
19790426:0900,10
19790427:0900,8.8
19790428:0900,12.2
19790429:0900,11.3
19790430:0900,11.8
19790501:0900,7.1
19790502:0900,9.4
19790503:0900,11.3
19790504:0900,11.4
19790505:0900,14.4
19790506:0900,13.8
19790507:0900,14.8
19790508:0900,12.8
19790509:0900,10.8
19790510:0900,12
19790511:0900,14.5
19790512:0900,12.9
19790513:0900,11.2
19790514:0900,11.1
19790515:0900,8.7
19790516:0900,8.4
19790517:0900,7.9
19790518:0900,6.7
19790519:0900,8.3
19790520:0900,7.5
19790521:0900,8.2
19790522:0900,7.3
19790523:0900,7.6
19790524:0900,7.3
19790525:0900,8.4
19790526:0900,7.8
19790527:0900,6.7
19790528:0900,10.4
19790529:0900,8.8
19790530:0900,5.7
19790531:0900,6.4
19790601:0900,9.5
19790602:0900,9.4
19790603:0900,9
19790604:0900,7.2
19790605:0900,7.8
19790606:0900,7.2
19790607:0900,5.6
19790608:0900,6.3
19790609:0900,6.2
19790610:0900,6.5
19790611:0900,5.3
19790612:0900,9.7
19790613:0900,10
19790614:0900,9.3
19790615:0900,6.4
19790616:0900,6
19790617:0900,7.2
19790618:0900,6.7
19790619:0900,8.6
19790620:0900,7.6
19790621:0900,4.9
19790622:0900,6.2
19790623:0900,9
19790624:0900,8
19790625:0900,9.2
19790626:0900,9
19790627:0900,6.8
19790628:0900,7.6
19790629:0900,8.1
19790630:0900,9.5
19790701:0900,8.2
19790702:0900,8.6
19790703:0900,9.7
19790704:0900,8.7
19790705:0900,7.3
19790706:0900,6.5
19790707:0900,6.7
19790708:0900,4.7
19790709:0900,6.4
19790710:0900,7.5
19790711:0900,8.5
19790712:0900,8.1
19790713:0900,4.1
19790714:0900,7.6
19790715:0900,6.5
19790716:0900,5.4
19790717:0900,5.2
19790718:0900,5.4
19790719:0900,8.6
19790720:0900,4.9
19790721:0900,3.5
19790722:0900,4
19790723:0900,5
19790724:0900,8.5
19790725:0900,9.7
19790726:0900,9.1
19790727:0900,6.2
19790728:0900,6.6
19790729:0900,9
19790730:0900,8.3
19790731:0900,8.4
19790801:0900,7
19790802:0900,9.2
19790803:0900,7.6
19790804:0900,8.3
19790805:0900,6.1
19790806:0900,5.9
19790807:0900,7
19790808:0900,3.8
19790809:0900,5.4
19790810:0900,3.4
19790811:0900,2
19790812:0900,8
19790813:0900,8
19790814:0900,9.6
19790815:0900,6.7
19790816:0900,0.5
19790817:0900,6.2
19790818:0900,7.6
19790819:0900,7.5
19790820:0900,5.5
19790821:0900,4.7
19790822:0900,2.9
19790823:0900,7.2
19790824:0900,8.4
19790825:0900,7.4
19790826:0900,9
19790827:0900,9.3
19790828:0900,8.7
19790829:0900,7.6
19790830:0900,9.3
19790831:0900,9
19790901:0900,9.6
19790902:0900,10.4
19790903:0900,9.6
19790904:0900,7.9
19790905:0900,9.1
19790906:0900,9.4
19790907:0900,9.2
19790908:0900,10.4
19790909:0900,8.3
19790910:0900,7.9
19790911:0900,8.1
19790912:0900,9.5
19790913:0900,11.9
19790914:0900,11.1
19790915:0900,10.9
19790916:0900,8.3
19790917:0900,8
19790918:0900,9.1
19790919:0900,6.9
19790920:0900,7
19790921:0900,9.8
19790922:0900,7.9
19790923:0900,8.4
19790924:0900,8.9
19790925:0900,7.4
19790926:0900,6.6
19790927:0900,5.3
19790928:0900,9.3
19790929:0900,9.9
19790930:0900,9.9
19791001:0900,11.4
19791002:0900,10
19791003:0900,9.3
19791004:0900,9
19791005:0900,8.1
19791006:0900,8.3
19791007:0900,10.5
19791008:0900,10
19791009:0900,11.9
19791010:0900,9.8
19791011:0900,10.2
19791012:0900,12
19791013:0900,12.8
19791014:0900,13.3
19791015:0900,10.8
19791016:0900,9.7
19791017:0900,11.5
19791018:0900,12
19791019:0900,11.1
19791020:0900,12.3
19791021:0900,12.7
19791022:0900,10.6
19791023:0900,8.9
19791024:0900,10.3
19791025:0900,11.2
19791026:0900,12.8
19791027:0900,12.5
19791028:0800,13.1
19791029:0800,13.7
19791030:0800,13.7
19791031:0800,12
19791101:0800,13
19791102:0800,12.7
19791103:0800,14.6
19791104:0800,12.5
19791105:0800,10.1
19791106:0800,11.3
19791107:0800,14.4
19791108:0800,14.9
19791109:0800,12.4
19791110:0800,12
19791111:0800,11.6
19791112:0800,13.8
19791113:0800,15.6
19791114:0800,15.9
19791115:0800,12
19791116:0800,12.9
19791117:0800,13.5
19791118:0800,14.8
19791119:0800,15.5
19791120:0800,16
19791121:0800,15.3
19791122:0800,15.8
19791123:0800,16.1
19791124:0800,14.9
19791125:0800,14.7
19791126:0800,16.4
19791127:0800,16.4
19791128:0800,17
19791129:0800,16.9
19791130:0800,16
19791201:0800,15
19791202:0800,16.2
19791203:0800,16
19791204:0800,14
19791205:0800,14.5
19791206:0800,16.6
19791207:0800,14.7
19791208:0800,12.1
19791209:0800,11.2
19791210:0800,15.4
19791211:0800,17.4
19791212:0800,17.1
19791213:0800,14.2
19791214:0800,14.1
19791215:0800,15.1
19791216:0800,14.1
19791217:0800,16.7
19791218:0800,16.4
19791219:0800,14.7
19791220:0800,14.8
19791221:0800,14.5
19791222:0800,15.9
19791223:0800,17.9
19791224:0800,17.3
19791225:0800,17.8
19791226:0800,17.9
19791227:0800,15.3
19791228:0800,14.5
19791229:0800,13.1
19791230:0800,13.3
19791231:0800,14.2
19800101:0800,14.7
19800102:0800,15.1
19800103:0800,13
19800104:0800,11.8
19800105:0800,12.6
19800106:0800,13.4
19800107:0800,14.8
19800108:0800,15.5
19800109:0800,16
19800110:0800,16.5
19800111:0800,17.4
19800112:0800,18.1
19800113:0800,18.2
19800114:0800,18.9
19800115:0800,18.7
19800116:0800,19.5
19800117:0800,16.2
19800118:0800,14.1
19800119:0800,14.7
19800120:0800,15.8
19800121:0800,15.7
19800122:0800,15.2
19800123:0800,16.9
19800124:0800,15.7
19800125:0800,17
19800126:0800,15.5
19800127:0800,16.2
19800128:0800,15.4
19800129:0800,15.5
19800130:0800,17
19800131:0800,19
19800201:0800,18.8
19800202:0800,19.8
19800203:0800,18.6
19800204:0800,19
19800205:0800,19
19800206:0800,18.4
19800207:0800,18.4
19800208:0800,15.7
19800209:0800,18.2
19800210:0800,18.8
19800211:0800,15.5
19800212:0800,14.3
19800213:0800,14.4
19800214:0800,16.4
19800215:0800,16.2
19800216:0800,16.5
19800217:0800,16.3
19800218:0800,18.5
19800219:0800,18.5
19800220:0800,17
19800221:0800,18
19800222:0800,17.9
19800223:0800,16.6
19800224:0800,13.5
19800225:0800,14.1
19800226:0800,13.4
19800227:0800,13.6
19800228:0800,13.5
19800229:0800,13.2
19800301:0800,13.9
19800302:0900,15.3
19800303:0900,15.5
19800304:0900,14.2
19800305:0900,15.1
19800306:0900,14.8
19800307:0900,15.3
19800308:0900,14.2
19800309:0900,13.9
19800310:0900,15.6
19800311:0900,16.2
19800312:0900,15.4
19800313:0900,13.5
19800314:0900,12.5
19800315:0900,13
19800316:0900,13.4
19800317:0900,11.2
19800318:0900,9.3
19800319:0900,12.4
19800320:0900,15.3
19800321:0900,11.3
19800322:0900,10.7
19800323:0900,13.7
19800324:0900,13.9
19800325:0900,13.1
19800326:0900,12.8
19800327:0900,10.6
19800328:0900,11.1
19800329:0900,14.1
19800330:0900,14.9
19800331:0900,15.9
19800401:0900,11.6
19800402:0900,11.5
19800403:0900,10.5
19800404:0900,9.3
19800405:0900,10.6
19800406:0900,11.2
19800407:0900,12.9
19800408:0900,14.2
19800409:0900,13.9
19800410:0900,13
19800411:0900,12
19800412:0900,9.5
19800413:0900,11.5
19800414:0900,10.6
19800415:0900,10.9
19800416:0900,12.6
19800417:0900,12
19800418:0900,12
19800419:0900,10.9
19800420:0900,9.1
19800421:0900,9.5
19800422:0900,10.4
19800423:0900,10.3
19800424:0900,14.9
19800425:0900,14.2
19800426:0900,14.6
19800427:0900,13.9
19800428:0900,14.2
19800429:0900,12.1
19800430:0900,9.1
19800501:0900,8.5
19800502:0900,7.8
19800503:0900,8.4
19800504:0900,8.5
19800505:0900,10.9
19800506:0900,9.3
19800507:0900,7.8
19800508:0900,8.1
19800509:0900,10.5
19800510:0900,8.1
19800511:0900,8.6
19800512:0900,9.1
19800513:0900,10.5
19800514:0900,11.6
19800515:0900,11.2
19800516:0900,7.8
19800517:0900,6.7
19800518:0900,11.3
19800519:0900,11.4
19800520:0900,9.3
19800521:0900,11.6
19800522:0900,6.9
19800523:0900,8.5
19800524:0900,10.1
19800525:0900,8.9
19800526:0900,10.8
19800527:0900,9.6
19800528:0900,7.3
19800529:0900,9
19800530:0900,7.5
19800531:0900,9
19800601:0900,9.2
19800602:0900,11
19800603:0900,12
19800604:0900,12.3
19800605:0900,11.8
19800606:0900,10
19800607:0900,10.5
19800608:0900,6.8
19800609:0900,7.1
19800610:0900,7.9
19800611:0900,10.4
19800612:0900,7.2
19800613:0900,5
19800614:0900,5.5
19800615:0900,5.3
19800616:0900,5.3
19800617:0900,6
19800618:0900,6.4
19800619:0900,4.9
19800620:0900,5.4
19800621:0900,3.9
19800622:0900,6.7
19800623:0900,4.5
19800624:0900,7
19800625:0900,7.2
19800626:0900,4.4
19800627:0900,3.4
19800628:0900,4.8
19800629:0900,8.7
19800630:0900,8.7
19800701:0900,10.7
19800702:0900,9.6
19800703:0900,10.2
19800704:0900,9.8
19800705:0900,8.8
19800706:0900,8.3
19800707:0900,8.5
19800708:0900,8.2
19800709:0900,9.6
19800710:0900,6.5
19800711:0900,5
19800712:0900,5.1
19800713:0900,5.5
19800714:0900,6
19800715:0900,4
19800716:0900,5
19800717:0900,5.3
19800718:0900,3.5
19800719:0900,2.6
19800720:0900,2.6
19800721:0900,4
19800722:0900,7.4
19800723:0900,8.2
19800724:0900,7.2
19800725:0900,6.6
19800726:0900,3.8
19800727:0900,5.9
19800728:0900,6
19800729:0900,5
19800730:0900,6.4
19800731:0900,6.3
19800801:0900,8.1
19800802:0900,6.4
19800803:0900,5.8
19800804:0900,5.3
19800805:0900,5.4
19800806:0900,6.1
19800807:0900,5.8
19800808:0900,6
19800809:0900,6
19800810:0900,3.2
19800811:0900,6.7
19800812:0900,9
19800813:0900,10.2
19800814:0900,6.5
19800815:0900,7.1
19800816:0900,8.6
19800817:0900,5
19800818:0900,4.1
19800819:0900,3
19800820:0900,5.2
19800821:0900,5
19800822:0900,3.4
19800823:0900,7.6
19800824:0900,6.1
19800825:0900,9.7
19800826:0900,10.1
19800827:0900,9.3
19800828:0900,7.5
19800829:0900,6.1
19800830:0900,7.9
19800831:0900,8.7
19800901:0900,9.7
19800902:0900,9.2
19800903:0900,10.6
19800904:0900,10.4
19800905:0900,10.1
19800906:0900,5.8
19800907:0900,6.5
19800908:0900,7
19800909:0900,6.2
19800910:0900,9.9
19800911:0900,8.1
19800912:0900,9.1
19800913:0900,11
19800914:0900,7.8
19800915:0900,6.2
19800916:0900,8.6
19800917:0900,8.5
19800918:0900,8.6
19800919:0900,11
19800920:0900,9
19800921:0900,9.8
19800922:0900,10
19800923:0900,8.5
19800924:0900,9
19800925:0900,9.6
19800926:0900,11.7
19800927:0900,12.1
19800928:0900,7.8
19800929:0900,9.9
19800930:0900,11
19801001:0900,11.1
19801002:0900,13
19801003:0900,12.4
19801004:0900,12
19801005:0900,8.9
19801006:0900,8.3
19801007:0900,11.1
19801008:0900,10.8
19801009:0900,14.2
19801010:0900,13.8
19801011:0900,11.1
19801012:0900,11.8
19801013:0900,10.5
19801014:0900,10.8
19801015:0900,12.5
19801016:0900,11.6
19801017:0900,11.1
19801018:0900,11.2
19801019:0900,10.7
19801020:0900,9.1
19801021:0900,11.6
19801022:0900,12.3
19801023:0900,12.9
19801024:0900,11.4
19801025:0900,14.2
19801026:0800,14.5
19801027:0800,15.3
19801028:0800,13.9
19801029:0800,14.2
19801030:0800,11.8
19801031:0800,12.8
19801101:0800,13.4
19801102:0800,11
19801103:0800,13.3
19801104:0800,13.2
19801105:0800,14
19801106:0800,13.5
19801107:0800,13.6
19801108:0800,13.9
19801109:0800,11
19801110:0800,8
19801111:0800,11
19801112:0800,11.7
19801113:0800,13.6
19801114:0800,13.9
19801115:0800,15.1
19801116:0800,15
19801117:0800,11.5
19801118:0800,11.6
19801119:0800,15.3
19801120:0800,16
19801121:0800,13.7
19801122:0800,12.9
19801123:0800,13.7
19801124:0800,13.2
19801125:0800,12.5
19801126:0800,9.9
19801127:0800,9.9
19801128:0800,14.2
19801129:0800,11.7
19801130:0800,13.2
19801201:0800,13
19801202:0800,9.6
19801203:0800,13.2
19801204:0800,14.3
19801205:0800,14
19801206:0800,11.4
19801207:0800,11.6
19801208:0800,14.5
19801209:0800,10.5
19801210:0800,11.3
19801211:0800,11.7
19801212:0800,9.5
19801213:0800,13.2
19801214:0800,15.5
19801215:0800,16.1
19801216:0800,16
19801217:0800,16.4
19801218:0800,17.6
19801219:0800,17.7
19801220:0800,15.8
19801221:0800,14.8
19801222:0800,16.4
19801223:0800,14.7
19801224:0800,13.8
19801225:0800,16.1
19801226:0800,16.2
19801227:0800,16.9
19801228:0800,16.4
19801229:0800,15
19801230:0800,14.5
19801231:0800,17.7
19810101:0800,17.6
19810102:0800,18.4
19810103:0800,18.4
19810104:0800,19
19810105:0800,19.1
19810106:0800,16.2
19810107:0800,18.1
19810108:0800,15.9
19810109:0800,14.5
19810110:0800,15.9
19810111:0800,18
19810112:0800,18
19810113:0800,17.8
19810114:0800,16.3
19810115:0800,18.7
19810116:0800,17.7
19810117:0800,19.2
19810118:0800,17.8
19810119:0800,17.5
19810120:0800,21
19810121:0800,19.5
19810122:0800,15.8
19810123:0800,19.9
19810124:0800,19
19810125:0800,18.4
19810126:0800,20.1
19810127:0800,20
19810128:0800,19.1
19810129:0800,19.3
19810130:0800,18.7
19810131:0800,17.2
19810201:0800,17.1
19810202:0800,16.9
19810203:0800,16.5
19810204:0800,18.2
19810205:0800,17.8
19810206:0800,18.8
19810207:0800,17.7
19810208:0800,15.4
19810209:0800,18.2
19810210:0800,19.9
19810211:0800,19.4
19810212:0800,20.8
19810213:0800,17.8
19810214:0800,18.5
19810215:0800,18.5
19810216:0800,19
19810217:0800,18.5
19810218:0800,17.9
19810219:0800,16.2
19810220:0800,16.6
19810221:0800,16.3
19810222:0800,16.2
19810223:0800,17.4
19810224:0800,18.1
19810225:0800,17.3
19810226:0800,16.3
19810227:0800,17.9
19810228:0800,17.7
19810301:0900,19
19810302:0900,20.4
19810303:0900,16.5
19810304:0900,14.5
19810305:0900,15.2
19810306:0900,18.8
19810307:0900,18.8
19810308:0900,18.8
19810309:0900,18.9
19810310:0900,20.2
19810311:0900,17.6
19810312:0900,17.9
19810313:0900,16
19810314:0900,16.4
19810315:0900,16.1
19810316:0900,18.2
19810317:0900,16.6
19810318:0900,17.5
19810319:0900,14
19810320:0900,13
19810321:0900,16.5
19810322:0900,18.1
19810323:0900,16.5
19810324:0900,18
19810325:0900,17.5
19810326:0900,17.5
19810327:0900,15.1
19810328:0900,14.9
19810329:0900,12
19810330:0900,9.8
19810331:0900,11.5
19810401:0900,14.7
19810402:0900,13.5
19810403:0900,13
19810404:0900,14.9
19810405:0900,14
19810406:0900,15.1
19810407:0900,15.3
19810408:0900,13.1
19810409:0900,14.8
19810410:0900,15.8
19810411:0900,16.7
19810412:0900,14.2
19810413:0900,12.3
19810414:0900,13.5
19810415:0900,16
19810416:0900,15.6
19810417:0900,14.7
19810418:0900,12.3
19810419:0900,10.7
19810420:0900,12.8
19810421:0900,14.1
19810422:0900,10.4
19810423:0900,12
19810424:0900,14.1
19810425:0900,9.3
19810426:0900,11.6
19810427:0900,10.4
19810428:0900,9.2
19810429:0900,13.4
19810430:0900,13.1
19810501:0900,9.7
19810502:0900,8.9
19810503:0900,9.5
19810504:0900,10.9
19810505:0900,11
19810506:0900,9.2
19810507:0900,7.9
19810508:0900,12.5
19810509:0900,13.9
19810510:0900,13.3
19810511:0900,14
19810512:0900,9.6
19810513:0900,9.4
19810514:0900,6.1
19810515:0900,7.7
19810516:0900,8.1
19810517:0900,6.4
19810518:0900,8.8
19810519:0900,11.3
19810520:0900,9.4
19810521:0900,10.5
19810522:0900,8.9
19810523:0900,8.7
19810524:0900,8.2
19810525:0900,8.4
19810526:0900,5.5
19810527:0900,5.3
19810528:0900,4.9
19810529:0900,5.3
19810530:0900,5.1
19810531:0900,6.8
19810601:0900,10.3
19810602:0900,11.5
19810603:0900,13.7
19810604:0900,13
19810605:0900,11.2
19810606:0900,6.5
19810607:0900,8.9
19810608:0900,8.1
19810609:0900,7.5
19810610:0900,6.9
19810611:0900,7.3
19810612:0900,7.2
19810613:0900,8.4
19810614:0900,8.3
19810615:0900,10.3
19810616:0900,10.2
19810617:0900,10.1
19810618:0900,6.5
19810619:0900,6.5
19810620:0900,5.6
19810621:0900,5.6
19810622:0900,7
19810623:0900,6.8
19810624:0900,6.7
19810625:0900,4.2
19810626:0900,6.9
19810627:0900,9.6
19810628:0900,10.9
19810629:0900,8.8
19810630:0900,4.2
19810701:0900,5.9
19810702:0900,9.1
19810703:0900,8.4
19810704:0900,7.7
19810705:0900,7.4
19810706:0900,9.4
19810707:0900,8.4
19810708:0900,8.6
19810709:0900,7.1
19810710:0900,6.2
19810711:0900,6.6
19810712:0900,6.6
19810713:0900,6
19810714:0900,5.9
19810715:0900,5.7
19810716:0900,6.4
19810717:0900,6.2
19810718:0900,7.2
19810719:0900,6.2
19810720:0900,5.4
19810721:0900,8.4
19810722:0900,4.2
19810723:0900,3.7
19810724:0900,8.2
19810725:0900,10.4
19810726:0900,8.9
19810727:0900,5.3
19810728:0900,7.3
19810729:0900,5.4
19810730:0900,8.5
19810731:0900,7.3
19810801:0900,6.9
19810802:0900,6.6
19810803:0900,6.6
19810804:0900,5.7
19810805:0900,5.8
19810806:0900,4
19810807:0900,7
19810808:0900,8.1
19810809:0900,7
19810810:0900,5
19810811:0900,7.4
19810812:0900,5.9
19810813:0900,4.9
19810814:0900,3.2
19810815:0900,7.6
19810816:0900,6
19810817:0900,5
19810818:0900,7
19810819:0900,8.9
19810820:0900,8.1
19810821:0900,7.3
19810822:0900,7.1
19810823:0900,7.9
19810824:0900,8.1
19810825:0900,9
19810826:0900,7
19810827:0900,6.4
19810828:0900,5.9
19810829:0900,5.9
19810830:0900,3.6
19810831:0900,6.1
19810901:0900,7.3
19810902:0900,8.1
19810903:0900,7.5
19810904:0900,6
19810905:0900,7.8
19810906:0900,4.2
19810907:0900,5.2
19810908:0900,7.5
19810909:0900,7
19810910:0900,8.9
19810911:0900,7.9
19810912:0900,8.9
19810913:0900,10.4
19810914:0900,10
19810915:0900,6.3
19810916:0900,8
19810917:0900,6.4
19810918:0900,8.1
19810919:0900,9
19810920:0900,11
19810921:0900,7.5
19810922:0900,7.6
19810923:0900,7.3
19810924:0900,8.8
19810925:0900,10
19810926:0900,9.5
19810927:0900,8.4
19810928:0900,9.3
19810929:0900,8.1
19810930:0900,7.9
19811001:0900,8.2
19811002:0900,10.9
19811003:0900,12.5
19811004:0900,13.9
19811005:0900,12.5
19811006:0900,12
19811007:0900,8.9
19811008:0900,11.3
19811009:0900,10.6
19811010:0900,9.5
19811011:0900,10.4
19811012:0900,8.1
19811013:0900,9.5
19811014:0900,11.2
19811015:0900,11.4
19811016:0900,11.2
19811017:0900,11
19811018:0900,8.3
19811019:0900,9.6
19811020:0900,9.8
19811021:0900,11.9
19811022:0900,12.2
19811023:0900,13.6
19811024:0900,12.3
19811025:0800,9.3
19811026:0800,9.3
19811027:0800,10.4
19811028:0800,9
19811029:0800,7.6
19811030:0800,8.9
19811031:0800,13
19811101:0800,12.1
19811102:0800,9.9
19811103:0800,11.3
19811104:0800,12.3
19811105:0800,12
19811106:0800,12.3
19811107:0800,13.3
19811108:0800,9.5
19811109:0800,10.3
19811110:0800,10.2
19811111:0800,9
19811112:0800,12.8
19811113:0800,12.9
19811114:0800,14.1
19811115:0800,15.3
19811116:0800,15.1
19811117:0800,13.5
19811118:0800,12.8
19811119:0800,11.7
19811120:0800,13.3
19811121:0800,10.7
19811122:0800,11.8
19811123:0800,14.8
19811124:0800,12.4
19811125:0800,13.8
19811126:0800,15.6
19811127:0800,13.9
19811128:0800,15.1
19811129:0800,15.3
19811130:0800,15.8
19811201:0800,17.3
19811202:0800,16
19811203:0800,14.9
19811204:0800,14.4
19811205:0800,16.2
19811206:0800,17.2
19811207:0800,16.7
19811208:0800,15.5
19811209:0800,14.6
19811210:0800,15.1
19811211:0800,13
19811212:0800,15.5
19811213:0800,15.5
19811214:0800,16.2
19811215:0800,16.1
19811216:0800,14.9
19811217:0800,16.9
19811218:0800,17
19811219:0800,14.6
19811220:0800,18.6
19811221:0800,17.6
19811222:0800,15.3
19811223:0800,16.1
19811224:0800,17.4
19811225:0800,17
19811226:0800,16.5
19811227:0800,17.7
19811228:0800,18.6
19811229:0800,18
19811230:0800,19
19811231:0800,19
19820101:0800,17.1
19820102:0800,18
19820103:0800,18.1
19820104:0800,16.8
19820105:0800,17
19820106:0800,16
19820107:0800,16.1
19820108:0800,15.2
19820109:0800,15
19820110:0800,17.4
19820111:0800,17.1
19820112:0800,19.3
19820113:0800,19.5
19820114:0800,18.8
19820115:0800,19.5
19820116:0800,20
19820117:0800,18.8
19820118:0800,21
19820119:0800,19.5
19820120:0800,14.7
19820121:0800,16.1
19820122:0800,17.6
19820123:0800,18
19820124:0800,16.6
19820125:0800,17.1
19820126:0800,17.8
19820127:0800,18
19820128:0800,15.4
19820129:0800,16.5
19820130:0800,18.5
19820131:0800,19
19820201:0800,18.7
19820202:0800,19
19820203:0800,18.3
19820204:0800,17.4
19820205:0800,16.9
19820206:0800,16.3
19820207:0800,15.1
19820208:0800,17.6
19820209:0800,18.6
19820210:0800,20.3
19820211:0800,18.6
19820212:0800,17.8
19820213:0800,17
19820214:0800,16.1
19820215:0800,18.6
19820216:0800,17.8
19820217:0800,18.9
19820218:0800,20.3
19820219:0800,19.7
19820220:0800,16.3
19820221:0800,14
19820222:0800,15.5
19820223:0800,18.5
19820224:0800,19.4
19820225:0800,19.1
19820226:0800,19.7
19820227:0800,19
19820228:0800,18.9
19820301:0800,17.1
19820302:0800,16.1
19820303:0800,16.3
19820304:0800,13.9
19820305:0800,14.9
19820306:0800,14
19820307:0900,16.1
19820308:0900,16.7
19820309:0900,17.8
19820310:0900,17.5
19820311:0900,17.9
19820312:0900,18.5
19820313:0900,18.4
19820314:0900,14.9
19820315:0900,12.8
19820316:0900,12.5
19820317:0900,11.8
19820318:0900,13.2
19820319:0900,15
19820320:0900,15.6
19820321:0900,13
19820322:0900,13.6
19820323:0900,15.5
19820324:0900,13
19820325:0900,14
19820326:0900,14.6
19820327:0900,14.1
19820328:0900,14.4
19820329:0900,16.9
19820330:0900,17
19820331:0900,16.1
19820401:0900,15.5
19820402:0900,14.4
19820403:0900,12.1
19820404:0900,14.6
19820405:0900,12.2
19820406:0900,11.9
19820407:0900,12.7
19820408:0900,13.9
19820409:0900,11
19820410:0900,9.6
19820411:0900,10.3
19820412:0900,10.6
19820413:0900,10.5
19820414:0900,11
19820415:0900,10.5
19820416:0900,10.7
19820417:0900,8.2
19820418:0900,9.8
19820419:0900,10.5
19820420:0900,11.2
19820421:0900,10.3
19820422:0900,10.5
19820423:0900,10.1
19820424:0900,9.1
19820425:0900,10.6
19820426:0900,9.5
19820427:0900,9
19820428:0900,8
19820429:0900,9.4
19820430:0900,12.1
19820501:0900,11.6
19820502:0900,9
19820503:0900,8.5
19820504:0900,7.8
19820505:0900,5.7
19820506:0900,6.9
19820507:0900,9.2
19820509:0900,10.1
19820510:0900,11
19820511:0900,11.2
19820512:0900,12.6
19820513:0900,10.5
19820514:0900,9.5
19820515:0900,10.5
19820516:0900,8.5
19820517:0900,8.1
19820518:0900,7.2
19820519:0900,9.4
19820520:0900,12.2
19820521:0900,9.8
19820522:0900,9.8
19820523:0900,7.6
19820524:0900,6.7
19820525:0900,8.2
19820526:0900,7.1
19820527:0900,6.4
19820528:0900,8.8
19820529:0900,8
19820530:0900,8.6
19820531:0900,9.4
19820601:0900,10.3
19820602:0900,10.3
19820603:0900,10.4
19820604:0900,12.5
19820605:0900,8
19820606:0900,7
19820607:0900,6
19820608:0900,7.4
19820609:0900,4.1
19820610:0900,6
19820611:0900,8
19820612:0900,7.7
19820613:0900,7.6
19820614:0900,7.7
19820615:0900,6.8
19820616:0900,6.6
19820617:0900,6.7
19820618:0900,7.1
19820619:0900,6.6
19820620:0900,6.5
19820621:0900,6
19820622:0900,8.1
19820623:0900,8.5
19820624:0900,8
19820625:0900,8
19820626:0900,8.6
19820627:0900,5.8
19820628:0900,6.4
19820629:0900,3.7
19820630:0900,2.2
19820701:0900,5.3
19820702:0900,5.1
19820703:0900,6.5
19820704:0900,6.2
19820705:0900,5.8
19820706:0900,3.7
19820707:0900,3
19820708:0900,2.5
19820709:0900,5
19820710:0900,3.1
19820711:0900,4.5
19820712:0900,4
19820713:0900,6
19820714:0900,6
19820715:0900,3.4
19820716:0900,4.6
19820717:0900,4.5
19820718:0900,6.7
19820719:0900,8.2
19820720:0900,8.9
19820721:0900,6.8
19820722:0900,4.9
19820723:0900,5
19820724:0900,4.1
19820725:0900,4.9
19820726:0900,6.8
19820727:0900,5.3
19820728:0900,5.5
19820729:0900,6.6
19820730:0900,7
19820731:0900,8.6
19820801:0900,8.5
19820802:0900,6.7
19820803:0900,5.2
19820804:0900,4.4
19820805:0900,6.8
19820806:0900,7.7
19820807:0900,7.9
19820808:0900,6.1
19820809:0900,5.3
19820810:0900,7.7
19820811:0900,9.4
19820812:0900,5.1
19820813:0900,7.7
19820814:0900,9.8
19820815:0900,7.6
19820816:0900,5
19820817:0900,4.2
19820818:0900,6
19820819:0900,3
19820820:0900,4.9
19820821:0900,5.2
19820822:0900,7.2
19820823:0900,6.9
19820824:0900,7.5
19820825:0900,7.6
19820826:0900,8.2
19820827:0900,5.9
19820828:0900,7.6
19820829:0900,7.8
19820830:0900,5.1
19820831:0900,8.5
19820901:0900,9.5
19820902:0900,7.1
19820903:0900,6.9
19820904:0900,8.2
19820905:0900,9.5
19820906:0900,9
19820907:0900,9.6
19820908:0900,9.3
19820909:0900,9.6
19820910:0900,9.6
19820911:0900,10.2
19820912:0900,10.6
19820913:0900,9.2
19820914:0900,8.1
19820915:0900,8.1
19820916:0900,6.2
19820917:0900,5.4
19820918:0900,7.5
19820919:0900,10.2
19820920:0900,11.1
19820921:0900,9.4
19820922:0900,8.2
19820923:0900,10
19820924:0900,10.6
19820925:0900,12
19820926:0900,12.5
19820927:0900,9.9
19820928:0900,7.8
19820929:0900,7.3
19820930:0900,9
19821001:0900,10.1
